-0.0315	-0.819	1.649	0	0	-1.571
-0.06649999999999999	-0.819	1.649	0	0	-1.571
-0.10149999999999999	-0.819	1.649	0	0	-1.571
-0.13649999999999998	-0.819	1.649	0	0	-1.571
-0.17149999999999999	-0.819	1.649	0	0	-1.571
-0.2065	-0.819	1.649	0	0	-1.571
-0.24149999999999996	-0.819	1.649	0	0	-1.571
-0.27649999999999997	-0.819	1.649	0	0	-1.571
-0.3115	-0.819	1.649	0	0	-1.571
-0.3465	-0.819	1.649	0	0	-1.571
-0.35	-0.819	1.649	0	0.09	-1.571
-0.35	-0.819	1.649	0	0.19	-1.571
-0.35	-0.819	1.649	0	0.29	-1.571
-0.35	-0.819	1.649	0	0.39	-1.571
-0.35	-0.819	1.649	0	0.49	-1.571
-0.35	-0.819	1.649	0	0.59	-1.571
-0.35	-0.819	1.649	0	0.69	-1.571
-0.35	-0.819	1.649	0	0.79	-1.571
-0.35	-0.819	1.649	0	0.89	-1.571
-0.35	-0.819	1.649	0	0.99	-1.571
-0.3185	-0.819	1.6625	0	1	-1.571
-0.2835	-0.819	1.6775	0	1	-1.571
